By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,player_name,player_id
2022-23,PHX,67,30.4,113.2,113.2,0.0,9.0,0.96,9.5,8.4,24.7,16.4,9.9,59.2,61.7,23.1,98.63,14.5,Deandre Ayton,95
2021-22,PHX,58,29.5,117.2,107.7,9.6,7.1,0.92,9.0,9.3,24.1,17.2,9.7,63.9,65.6,21.7,100.62,14.8,Deandre Ayton,95
2020-21,PHX,69,30.6,117.1,110.8,6.3,6.6,0.96,10.3,11.7,23.6,17.9,10.7,62.9,65.3,17.9,98.05,13.0,Deandre Ayton,95
2019-20,PHX,38,32.5,112.5,108.5,4.0,9.1,0.9,9.5,12.0,22.5,17.4,10.6,54.8,56.8,23.1,101.95,13.7,Deandre Ayton,95
2018-19,PHX,71,30.7,105.2,113.3,-8.1,9.4,0.99,10.4,10.1,24.0,16.9,10.5,58.5,60.8,21.0,101.34,13.9,Deandre Ayton,95
2024-25,ATL,25,27.9,113.7,113.1,0.6,7.8,1.0,7.6,2.2,11.5,6.8,7.6,58.0,63.5,23.9,107.01,11.2,Deandre Hunter,42
2023-24,ATL,57,29.5,116.7,117.9,-1.3,7.3,1.05,9.5,1.8,11.6,6.6,9.1,54.7,59.5,20.4,101.11,7.9,Deandre Hunter,42
2022-23,ATL,67,31.7,114.9,115.5,-0.6,5.9,1.15,8.6,2.1,11.2,6.6,7.5,52.2,56.3,19.3,102.79,6.9,Deandre Hunter,42
2021-22,ATL,53,29.8,114.6,113.9,0.7,6.0,0.99,8.7,1.6,9.3,5.5,8.8,50.6,54.7,19.4,100.17,5.8,Deandre Hunter,42
2020-21,ATL,23,29.5,111.3,105.9,5.5,9.8,1.52,12.2,2.4,12.5,7.6,8.1,54.6,60.3,19.4,101.8,10.4,Deandre Hunter,42
2019-20,ATL,63,32.0,108.0,113.6,-5.5,7.9,1.09,11.7,2.1,11.6,6.8,10.7,48.9,52.1,17.3,103.96,5.8,Deandre Hunter,42
2024-25,NOP,20,33.7,105.5,118.4,-12.9,35.8,2.07,27.1,1.3,18.5,9.2,13.1,42.0,46.2,25.4,103.25,10.8,Dejounte Murray,81
2023-24,ATL,78,35.7,116.8,119.5,-2.7,27.4,2.5,22.1,2.1,13.0,7.2,8.8,52.8,55.5,25.9,101.33,12.2,Dejounte Murray,81
2022-23,ATL,74,36.4,114.3,115.4,-1.1,23.9,2.8,22.4,1.9,12.7,7.1,8.0,51.4,54.0,23.9,101.67,12.0,Dejounte Murray,81
2021-22,SAS,68,34.8,112.9,111.0,1.9,38.8,3.48,29.2,3.1,19.6,11.2,8.4,50.0,53.3,26.8,101.61,16.3,Dejounte Murray,81
2020-21,SAS,67,31.9,111.8,109.5,2.3,24.6,3.1,24.0,2.6,19.0,10.8,7.7,48.5,50.9,23.1,100.02,12.4,Dejounte Murray,81
2019-20,SAS,66,25.6,109.2,113.5,-4.2,23.2,2.17,25.0,4.0,18.4,11.2,11.6,49.4,52.4,20.7,101.68,11.1,Dejounte Murray,81
2017-18,SAS,81,21.5,103.0,98.7,4.3,20.2,1.72,22.2,6.1,19.6,12.8,12.9,45.1,48.5,20.1,97.27,11.7,Dejounte Murray,81
2016-17,SAS,38,8.5,100.2,100.5,-0.3,23.6,1.26,22.2,2.0,10.6,6.6,17.6,47.0,50.3,23.0,97.42,7.5,Dejounte Murray,81
2024-25,SAC,32,35.4,115.4,112.4,3.0,15.5,2.37,16.1,1.6,9.0,5.3,6.8,50.9,56.8,23.5,100.53,10.8,Demar Derozan,43
2023-24,CHI,79,37.8,113.5,114.6,-1.0,22.0,3.12,19.4,1.4,10.1,5.7,6.2,50.7,58.4,25.2,97.94,12.9,Demar Derozan,43
2022-23,CHI,74,36.2,112.2,110.7,1.5,22.2,2.46,18.5,1.3,11.6,6.6,7.5,52.2,59.2,27.2,99.82,13.8,Demar Derozan,43
2021-22,CHI,76,36.1,113.1,112.0,1.1,22.8,2.07,16.0,2.1,12.2,7.2,7.8,52.1,59.0,30.8,100.04,14.8,Demar Derozan,43
2020-21,SAS,61,33.7,113.0,115.5,-2.5,30.9,3.55,25.7,1.9,10.6,6.2,7.2,50.5,59.1,25.5,100.09,13.9,Demar Derozan,43
2019-20,SAS,68,34.1,111.8,113.7,-1.8,26.1,2.32,21.3,1.9,13.9,8.0,9.2,53.5,60.3,26.2,100.87,14.0,Demar Derozan,43
2018-19,SAS,77,34.9,110.9,110.9,0.0,27.7,2.39,21.9,2.0,14.7,8.5,9.2,48.3,54.2,27.7,98.32,13.5,Demar Derozan,43
2017-18,TOR,80,33.9,114.2,106.5,7.7,24.5,2.38,18.7,2.1,9.1,5.7,7.8,48.8,55.5,28.6,99.47,13.5,Demar Derozan,43
2016-17,TOR,74,35.4,111.3,108.7,2.5,20.4,1.61,12.6,2.7,11.9,7.4,7.8,47.7,55.2,33.7,96.43,15.5,Demar Derozan,43
2015-16,TOR,78,35.9,108.8,106.0,2.8,20.8,1.8,14.7,2.3,10.3,6.3,8.2,46.3,55.0,29.1,94.31,13.9,Demar Derozan,43
2014-15,TOR,60,35.0,108.3,105.6,2.7,17.4,1.53,13.8,2.0,11.3,6.7,9.0,42.6,51.0,28.2,93.71,11.5,Demar Derozan,43
2013-14,TOR,79,38.2,107.7,104.6,3.1,18.9,1.78,14.5,1.7,9.9,5.8,8.1,45.2,53.2,27.8,92.05,12.8,Demar Derozan,43
2012-13,TOR,82,36.7,103.4,105.1,-1.7,12.0,1.35,11.5,1.6,9.5,5.5,8.5,45.9,52.3,23.8,92.61,10.0,Demar Derozan,43
2011-12,TOR,63,35.0,101.1,103.6,-2.5,10.5,1.04,9.8,1.9,8.1,5.1,9.5,43.5,50.3,25.0,90.39,8.1,Demar Derozan,43
2010-11,TOR,82,34.8,104.4,111.7,-7.3,8.5,1.03,9.1,2.7,9.2,5.8,8.9,46.9,53.0,23.0,94.37,8.7,Demar Derozan,43
2009-10,TOR,77,21.6,106.8,113.3,-6.5,4.8,0.85,7.4,4.2,9.7,7.0,8.7,50.2,55.4,18.0,94.87,6.6,Demar Derozan,43
2024-25,TOT,34,31.7,110.0,114.0,-4.1,29.5,2.51,26.5,0.9,8.1,4.3,10.6,49.8,54.3,22.1,99.49,9.4,Dennis Smith Jr.,85
2024-25,GSW,11,27.9,98.3,113.6,-15.3,26.4,2.32,25.6,1.7,6.6,3.9,11.1,37.4,41.4,19.7,100.51,4.1,Dennis Smith Jr.,85
2024-25,BKN,23,33.6,114.7,114.2,0.4,30.7,2.58,26.8,0.5,8.7,4.5,10.4,54.2,58.8,23.1,99.09,11.4,Dennis Smith Jr.,85
2023-24,TOT,80,31.1,112.6,115.4,-2.8,28.1,3.19,29.5,1.5,8.2,4.8,9.2,50.9,55.0,20.2,98.44,9.5,Dennis Smith Jr.,85
2023-24,BKN,29,32.0,108.5,114.4,-5.9,29.9,2.5,27.3,1.8,9.2,5.4,10.9,50.7,53.5,22.0,96.01,9.5,Dennis Smith Jr.,85
2023-24,TOR,51,30.6,114.9,115.9,-1.0,27.1,3.77,30.8,1.4,7.6,4.5,8.2,51.1,55.9,19.1,99.89,9.4,Dennis Smith Jr.,85
2022-23,LAL,66,30.1,115.0,112.2,2.8,20.2,2.66,25.6,1.1,6.7,4.0,9.6,47.2,54.5,18.3,101.8,7.7,Dennis Smith Jr.,85
2021-22,TOT,64,28.7,106.9,107.9,-1.0,25.6,2.07,23.9,1.8,9.7,5.7,11.5,49.0,53.9,22.3,98.12,9.8,Dennis Smith Jr.,85
2021-22,HOU,15,27.0,104.7,116.3,-11.6,32.2,2.26,31.2,1.4,10.8,6.0,13.8,46.1,51.9,20.4,101.7,8.6,Dennis Smith Jr.,85
2021-22,BOS,49,29.2,107.6,105.4,2.2,23.5,2.0,21.7,1.9,9.3,5.6,10.8,49.7,54.3,22.9,97.11,10.1,Dennis Smith Jr.,85
2020-21,LAL,61,32.1,110.8,108.6,2.2,26.2,2.15,25.4,1.6,9.3,5.5,11.8,48.4,54.3,22.7,99.67,9.7,Dennis Smith Jr.,85
2019-20,OKC,65,30.8,108.5,103.0,5.5,22.2,1.58,17.6,1.0,9.9,5.6,11.1,53.4,57.5,26.2,101.47,12.2,Dennis Smith Jr.,85
2018-19,OKC,79,29.3,109.1,105.5,3.6,20.9,1.88,19.0,1.5,10.2,5.7,10.1,47.0,50.8,23.8,104.3,9.3,Dennis Smith Jr.,85
2017-18,ATL,67,31.0,105.2,111.8,-6.7,35.2,2.28,22.5,2.1,8.1,5.0,9.9,46.9,51.5,29.9,98.94,11.6,Dennis Smith Jr.,85
2016-17,ATL,79,31.5,105.3,106.8,-1.5,34.0,1.93,24.0,1.7,7.9,4.8,12.4,49.3,53.3,27.2,98.74,11.7,Dennis Smith Jr.,85
2015-16,ATL,80,20.3,103.4,95.9,7.5,36.8,1.91,25.1,1.6,10.6,6.2,13.1,47.1,51.0,28.6,97.93,12.1,Dennis Smith Jr.,85
2014-15,ATL,77,19.7,102.6,102.4,0.2,37.3,2.11,26.1,2.0,8.9,5.5,12.4,46.6,51.6,26.7,94.51,11.3,Dennis Smith Jr.,85
2013-14,ATL,49,13.1,95.2,111.8,-16.6,24.7,1.52,25.8,0.8,9.1,4.9,16.9,41.0,44.2,18.8,95.83,4.7,Dennis Smith Jr.,85
2024-25,BOS,35,34.3,119.4,108.6,10.8,18.4,2.58,22.0,2.7,9.9,6.3,8.5,58.8,61.1,19.7,99.09,10.5,Derrick White,71
2023-24,BOS,73,32.6,122.4,109.9,12.5,20.9,3.37,27.1,2.2,10.0,6.3,8.1,57.8,61.1,18.3,99.48,10.6,Derrick White,71
2022-23,BOS,82,28.3,118.2,107.2,11.0,19.1,3.38,25.6,2.3,9.8,6.2,7.6,56.0,60.4,17.4,99.87,10.0,Derrick White,71
2021-22,TOT,75,29.3,111.3,106.4,4.9,23.1,3.08,26.5,1.7,9.4,5.6,8.6,49.3,54.9,19.6,100.43,10.1,Derrick White,71
2021-22,BOS,26,27.4,118.2,105.7,12.6,17.9,2.88,23.8,1.9,9.9,6.1,8.3,48.3,54.4,18.2,98.21,8.5,Derrick White,71
2021-22,SAS,49,30.3,108.1,106.7,1.4,25.6,3.15,27.5,1.6,9.2,5.4,8.7,49.7,55.1,20.2,101.5,10.8,Derrick White,71
2020-21,SAS,36,29.5,113.9,108.8,5.1,16.8,2.82,18.9,1.2,8.6,4.9,6.7,50.3,55.0,22.3,99.29,9.0,Derrick White,71
2019-20,SAS,68,24.7,110.1,109.2,1.0,20.3,2.71,24.8,2.0,10.5,6.4,9.2,53.0,59.3,18.3,103.36,10.2,Derrick White,71
2018-19,SAS,67,25.8,111.9,107.1,4.8,20.6,2.71,27.5,2.2,11.6,7.2,10.1,52.3,55.5,17.8,98.72,9.6,Derrick White,71
2017-18,SAS,17,8.2,101.0,87.5,13.5,9.8,1.5,15.5,3.4,12.8,8.4,10.3,60.6,64.6,14.6,103.45,12.4,Derrick White,71
2024-25,MEM,28,29.0,115.2,108.0,7.2,23.9,2.01,23.7,2.7,15.4,9.2,11.7,54.5,57.9,22.3,106.7,12.7,Desmond Bane,73
2023-24,MEM,42,34.4,108.2,115.4,-7.2,27.2,2.05,19.5,2.3,10.4,6.2,9.5,55.2,58.9,27.3,100.82,12.8,Desmond Bane,73
2022-23,MEM,58,31.7,116.4,107.4,9.0,20.2,2.02,18.2,2.2,12.3,7.4,9.0,56.8,60.6,25.2,103.27,13.1,Desmond Bane,73
2021-22,MEM,76,29.8,114.7,107.8,6.9,13.6,1.87,14.1,1.8,11.8,6.8,7.5,56.5,59.2,22.6,100.73,11.6,Desmond Bane,73
2020-21,MEM,68,22.3,110.1,109.7,0.4,10.5,2.0,17.1,1.9,11.6,6.6,8.5,58.6,60.0,15.5,101.71,8.0,Desmond Bane,73
2024-25,PHX,27,36.3,113.7,116.1,-2.4,28.2,2.82,21.6,3.2,6.8,5.0,7.6,50.1,57.8,27.8,100.18,12.2,Devin Booker,17
2023-24,PHX,68,36.0,119.3,113.5,5.8,29.9,2.65,22.1,2.4,9.8,6.3,8.3,55.0,61.1,28.9,99.96,14.2,Devin Booker,17
2022-23,PHX,53,34.6,119.6,113.4,6.2,25.1,2.02,17.8,2.5,10.5,6.5,8.8,54.6,60.1,31.1,99.18,14.7,Devin Booker,17
2021-22,PHX,68,34.5,117.6,108.1,9.5,21.2,2.03,16.0,2.0,11.7,7.1,7.9,53.0,57.6,31.3,101.21,13.7,Devin Booker,17
2020-21,PHX,67,33.9,118.6,111.4,7.2,20.0,1.4,14.9,1.6,10.8,6.4,10.6,53.3,58.7,31.9,98.5,12.5,Devin Booker,17
2019-20,PHX,70,35.9,114.9,112.2,2.7,28.8,1.73,20.5,1.2,10.6,5.9,11.9,54.4,61.8,29.4,102.36,13.8,Devin Booker,17
2018-19,PHX,64,35.0,108.2,115.1,-6.9,32.7,1.64,20.2,1.7,9.9,5.8,12.3,52.1,58.4,32.0,102.17,13.4,Devin Booker,17
2017-18,PHX,54,34.5,102.9,112.2,-9.3,23.3,1.3,15.5,1.3,11.2,6.2,11.9,50.1,56.1,30.1,103.68,12.3,Devin Booker,17
2016-17,PHX,78,35.0,107.7,111.6,-3.9,16.0,1.11,12.6,1.6,7.3,4.4,11.3,47.5,53.1,28.0,101.87,8.9,Devin Booker,17
2015-16,PHX,76,27.7,100.3,108.7,-8.4,16.2,1.25,15.0,1.2,7.5,4.3,12.0,48.0,53.5,22.8,99.76,7.4,Devin Booker,17
2024-25,SAS,21,28.8,106.0,115.7,-9.7,17.7,1.91,16.4,2.8,8.2,5.5,8.6,51.3,53.9,22.9,100.54,9.6,Devin Vassell,86
2023-24,SAS,68,33.1,108.5,114.6,-6.0,19.2,2.56,18.3,1.2,10.2,5.6,7.1,55.0,57.8,22.9,102.42,11.2,Devin Vassell,86
2022-23,SAS,38,31.0,107.1,118.8,-11.7,17.3,2.39,16.5,0.6,12.5,6.2,6.9,52.5,55.0,24.0,103.67,10.8,Devin Vassell,86
2021-22,SAS,71,27.3,111.2,110.2,1.0,9.6,2.34,13.6,2.1,12.8,7.4,5.8,51.6,54.0,18.4,102.5,8.7,Devin Vassell,86
2020-21,SAS,62,17.0,106.5,108.9,-2.4,7.1,2.55,14.0,2.1,13.8,7.9,5.5,49.2,52.4,13.8,102.37,7.1,Devin Vassell,86
2024-25,SAC,34,35.9,115.9,110.6,5.3,25.8,2.18,25.4,10.5,27.7,19.0,11.7,63.1,66.1,21.6,100.48,17.1,Domantas Sabonis,41
2023-24,SAC,82,35.7,116.0,115.2,0.8,33.4,2.47,30.8,9.7,29.5,19.2,12.4,60.9,63.7,22.0,99.61,16.9,Domantas Sabonis,41
2022-23,SAC,79,34.6,120.7,116.8,3.9,29.7,2.49,29.6,9.6,27.5,18.5,11.9,63.2,66.8,21.3,100.46,16.1,Domantas Sabonis,41
2021-22,TOT,62,34.4,109.5,110.1,-0.6,23.9,1.66,22.5,9.2,26.4,17.6,13.6,59.8,63.7,22.1,99.2,16.1,Domantas Sabonis,41
2021-22,SAC,15,33.6,112.5,114.4,-1.9,27.1,1.67,23.4,9.4,29.3,19.2,14.0,56.4,60.3,24.0,101.93,14.9,Domantas Sabonis,41
2021-22,IND,47,34.7,108.5,108.7,-0.2,22.8,1.65,22.2,9.2,25.5,17.2,13.5,61.0,64.9,21.5,98.35,16.6,Domantas Sabonis,41
2020-21,IND,62,36.0,109.6,111.5,-1.9,28.3,1.95,24.9,6.6,25.9,16.2,12.8,56.4,60.1,23.9,102.1,15.4,Domantas Sabonis,41
2019-20,IND,62,34.8,109.9,106.8,3.1,21.5,1.82,21.3,8.9,26.2,17.7,11.7,55.0,58.6,22.9,99.02,15.6,Domantas Sabonis,41
2018-19,IND,74,24.8,108.8,103.6,5.2,18.0,1.33,17.8,9.9,26.9,18.4,13.4,59.6,63.0,22.6,99.33,16.2,Domantas Sabonis,41
2017-18,IND,74,24.5,107.2,105.8,1.4,12.7,1.1,14.4,9.3,22.7,16.0,13.1,52.4,56.7,21.4,97.76,12.1,Domantas Sabonis,41
2016-17,OKC,81,20.1,104.2,102.5,1.7,7.3,0.99,12.1,2.7,14.6,8.6,12.3,45.2,46.9,15.6,98.25,4.9,Domantas Sabonis,41
2024-25,CLE,34,31.3,117.1,105.2,11.9,22.7,2.26,17.7,1.6,11.7,6.8,7.8,56.3,59.2,29.0,102.16,14.0,Donovan Mitchell,26
2023-24,CLE,55,35.3,115.9,108.6,7.3,26.8,2.16,19.5,2.4,11.6,7.1,9.0,54.5,59.5,30.1,99.82,15.0,Donovan Mitchell,26
2022-23,CLE,68,35.8,116.3,110.4,5.9,20.5,1.67,14.9,2.7,9.7,6.2,8.9,57.2,61.4,31.0,96.89,14.9,Donovan Mitchell,26
2021-22,UTA,67,33.8,117.6,111.7,5.9,26.7,1.79,17.4,2.4,9.6,6.1,9.7,53.3,57.2,32.2,98.77,13.5,Donovan Mitchell,26
2020-21,UTA,53,33.4,117.1,109.2,7.9,26.6,1.88,16.8,2.8,9.5,6.3,8.9,52.0,56.9,32.7,99.99,13.8,Donovan Mitchell,26
2019-20,UTA,69,34.3,111.2,108.6,2.6,21.4,1.6,15.0,2.3,10.1,6.4,9.4,51.3,55.8,30.3,100.47,12.5,Donovan Mitchell,26
2018-19,UTA,77,33.7,110.5,103.7,6.8,20.9,1.48,14.4,2.2,9.3,5.8,9.7,49.3,53.7,30.9,101.5,11.7,Donovan Mitchell,26
2017-18,UTA,79,33.4,108.3,101.5,6.8,18.9,1.35,14.6,2.0,9.3,5.7,10.8,50.6,54.1,28.3,97.65,10.9,Donovan Mitchell,26
2024-25,CLE,33,30.2,120.8,104.8,16.0,13.3,1.36,14.7,7.1,20.2,14.0,10.8,61.7,65.0,23.2,102.02,15.2,Evan Mobley,56
2023-24,CLE,50,30.6,111.2,110.1,1.2,15.5,1.78,18.2,7.4,22.0,15.0,10.3,59.9,62.5,20.0,100.58,13.9,Evan Mobley,56
2022-23,CLE,79,34.4,115.5,109.0,6.5,12.2,1.53,15.4,7.3,20.0,13.7,10.1,56.6,59.1,19.9,97.02,12.4,Evan Mobley,56
2021-22,CLE,69,33.8,108.5,106.8,1.7,11.7,1.31,14.0,6.3,17.4,12.0,10.7,52.2,54.9,20.1,97.5,11.6,Evan Mobley,56
2024-25,ORL,25,33.2,113.2,104.6,8.6,30.1,2.33,19.3,2.8,14.9,8.6,8.3,51.9,57.3,31.1,97.25,17.0,Franz Wagner,19
2023-24,ORL,72,32.5,112.5,108.2,4.3,18.3,1.96,16.5,3.1,13.7,8.4,8.4,52.5,57.5,25.0,98.46,13.1,Franz Wagner,19
2022-23,ORL,80,32.6,111.3,110.1,1.2,16.7,1.69,16.6,2.7,9.8,6.3,9.8,54.3,58.9,23.0,101.14,11.0,Franz Wagner,19
2021-22,ORL,79,30.7,105.9,110.8,-4.9,15.1,1.94,16.2,3.3,10.6,6.9,8.4,51.7,55.9,20.8,100.13,10.2,Franz Wagner,19
2024-25,HOU,34,35.5,114.7,107.1,7.6,23.7,4.08,27.0,1.9,9.6,5.6,6.6,46.9,50.2,18.8,97.93,10.3,Fred VanVleet,92
2023-24,HOU,73,36.8,114.6,111.6,3.0,31.2,4.67,32.4,1.2,8.9,5.0,6.9,52.7,56.8,19.4,99.44,11.8,Fred VanVleet,92
2022-23,TOR,69,36.7,116.1,112.8,3.3,27.6,3.54,26.7,1.1,11.0,5.6,7.5,48.6,54.0,22.5,98.23,11.3,Fred VanVleet,92
2021-22,TOR,65,37.9,112.2,108.5,3.7,26.6,2.55,24.3,1.6,10.0,5.7,9.5,51.3,55.2,23.3,96.97,11.8,Fred VanVleet,92
2020-21,TOR,52,36.5,113.6,110.2,3.3,26.4,3.45,23.8,1.6,10.1,5.7,6.9,48.9,53.4,23.7,99.17,11.5,Fred VanVleet,92
2019-20,TOR,54,35.7,109.1,104.3,4.8,28.1,2.95,26.7,0.9,8.8,5.0,9.1,50.7,55.3,21.8,100.95,11.6,Fred VanVleet,92
2018-19,TOR,64,27.5,113.1,105.0,8.1,24.3,3.74,29.6,1.2,7.8,4.6,7.9,50.3,53.9,17.7,99.87,9.5,Fred VanVleet,92
2017-18,TOR,76,20.0,112.2,101.1,11.1,23.1,3.28,26.9,1.6,10.2,6.0,8.2,52.5,55.6,18.8,97.76,11.1,Fred VanVleet,92
2016-17,TOR,37,7.9,101.2,90.3,10.8,18.0,2.33,20.5,1.3,11.8,6.7,8.8,40.1,44.3,19.9,99.41,7.8,Fred VanVleet,92
2024-25,MIL,25,35.0,114.1,112.1,2.1,33.9,1.77,17.0,5.9,26.0,16.4,9.6,61.4,63.0,36.1,100.94,21.5,Giannis A,1
2023-24,MIL,73,35.2,119.8,113.2,6.6,31.4,1.9,19.6,7.7,23.7,15.9,10.3,62.4,64.9,32.0,102.1,19.7,Giannis A,1
2022-23,MIL,63,32.1,116.4,109.2,7.2,31.4,1.46,16.2,6.5,26.8,17.1,11.1,57.2,60.5,37.3,103.63,20.4,Giannis A,1
2021-22,MIL,67,32.9,115.9,107.9,8.0,30.4,1.77,17.8,6.0,26.7,16.8,10.0,58.2,63.3,34.0,103.12,21.0,Giannis A,1
2020-21,MIL,61,33.0,117.1,107.3,9.8,28.2,1.72,18.7,4.8,26.4,16.0,10.8,60.0,63.3,32.0,104.17,19.6,Giannis A,1
2019-20,MIL,63,30.4,112.8,97.4,15.4,32.8,1.54,17.0,6.8,30.7,19.6,11.0,58.9,61.3,36.3,107.47,23.9,Giannis A,1
2018-19,MIL,72,32.8,114.3,101.8,12.5,29.4,1.58,19.0,6.6,27.3,17.6,12.0,59.9,64.4,31.4,105.27,21.8,Giannis A,1
2017-18,MIL,75,36.7,109.4,106.5,2.8,23.7,1.62,15.9,6.0,21.8,14.1,9.8,54.5,59.8,30.7,97.61,18.6,Giannis A,1
2016-17,MIL,80,35.6,108.6,107.5,1.1,26.9,1.85,19.7,5.2,19.9,12.7,10.6,54.1,59.9,28.0,95.24,17.6,Giannis A,1
2015-16,MIL,80,35.3,104.8,107.9,-3.1,19.5,1.66,19.7,4.2,18.0,11.2,11.9,52.0,56.6,22.1,95.64,12.8,Giannis A,1
2014-15,MIL,81,31.4,101.6,101.1,0.6,13.3,1.2,15.8,4.1,17.7,11.0,13.2,49.6,55.2,19.3,94.98,11.1,Giannis A,1
2013-14,MIL,77,24.6,103.8,108.3,-4.5,12.0,1.23,19.1,4.2,14.0,9.1,15.6,46.3,51.8,14.8,94.24,7.3,Giannis A,1
2024-25,TOR,6,27.2,109.5,118.3,-8.8,36.9,4.1,28.5,0.6,8.9,4.7,6.9,41.8,47.7,26.8,99.69,9.6,Immanuel Quickley,94
2023-24,TOT,68,29.2,113.2,114.2,-1.0,24.5,3.28,23.1,0.8,12.0,6.4,7.1,53.0,57.7,23.3,100.43,11.9,Immanuel Quickley,94
2023-24,TOR,38,33.3,110.9,117.0,-6.1,29.3,3.67,27.0,0.9,13.2,7.0,7.4,51.8,56.4,23.1,101.3,11.8,Immanuel Quickley,94
2023-24,NYK,30,24.0,117.4,109.2,8.2,15.6,2.39,15.4,0.7,9.8,5.3,6.5,54.9,59.8,23.6,98.91,12.0,Immanuel Quickley,94
2022-23,NYK,81,28.9,114.3,108.1,6.2,17.8,2.79,19.8,2.4,11.0,6.8,7.1,53.7,57.8,20.3,98.08,11.8,Immanuel Quickley,94
2021-22,NYK,78,23.1,111.4,104.8,6.6,24.4,2.78,23.3,1.7,11.4,6.6,8.4,48.7,54.3,21.7,96.27,11.0,Immanuel Quickley,94
2020-21,NYK,64,19.4,111.6,104.5,7.1,16.4,2.19,15.3,2.0,8.6,5.4,7.0,49.7,55.7,24.6,97.18,10.3,Immanuel Quickley,94
2024-25,LAC,36,32.2,110.9,106.4,4.5,12.2,1.4,15.3,12.3,27.0,19.8,10.9,61.6,61.3,18.6,99.23,15.0,Ivica Zubac,89
2023-24,LAC,68,26.4,117.1,112.4,4.7,7.5,1.18,12.1,11.7,23.5,17.9,10.3,64.9,67.1,16.5,96.89,12.5,Ivica Zubac,89
2022-23,LAC,76,28.5,112.8,113.4,-0.6,5.0,0.66,9.4,11.4,23.8,17.8,14.3,63.4,66.1,14.9,98.37,10.9,Ivica Zubac,89
2021-22,LAC,76,24.4,108.7,112.2,-3.5,9.7,1.05,14.4,11.5,22.3,17.0,13.7,62.6,66.0,16.8,98.13,12.3,Ivica Zubac,89
2020-21,LAC,72,22.3,114.3,109.3,5.0,7.9,1.11,13.9,12.1,20.0,16.2,12.5,65.4,69.3,14.7,98.99,11.7,Ivica Zubac,89
2019-20,LAC,72,18.4,113.0,104.1,8.9,9.1,1.34,13.6,14.0,24.0,19.1,10.1,61.3,65.1,16.3,101.14,14.3,Ivica Zubac,89
2018-19,TOT,59,17.6,106.5,104.7,1.8,9.3,0.9,11.1,10.8,21.6,16.4,12.3,55.9,60.4,19.9,104.36,12.7,Ivica Zubac,89
2018-19,LAC,26,20.1,108.2,106.1,2.0,11.1,1.03,13.1,11.4,25.5,18.5,12.8,53.8,57.4,19.8,104.53,12.4,Ivica Zubac,89
2018-19,LAL,33,15.6,104.8,103.3,1.5,7.4,0.76,9.0,10.3,18.0,14.4,11.8,58.0,63.3,20.1,104.2,13.1,Ivica Zubac,89
2017-18,LAL,43,9.5,99.8,94.7,5.0,9.5,0.96,12.8,10.1,16.8,13.5,13.3,50.0,55.7,17.2,102.02,10.8,Ivica Zubac,89
2016-17,LAL,38,16.0,103.1,113.7,-10.5,7.8,1.0,9.4,6.5,18.8,12.6,9.4,52.9,54.7,20.1,102.82,10.0,Ivica Zubac,89
2024-25,DET,30,29.9,110.5,114.6,-4.1,20.7,1.34,17.7,4.3,9.1,6.7,13.2,53.6,56.9,25.6,99.52,9.9,Jaden Ivey,68
2023-24,DET,77,28.8,109.9,117.7,-7.7,19.6,1.56,18.6,3.8,8.1,5.9,11.9,49.2,53.6,24.4,101.74,7.6,Jaden Ivey,68
2022-23,DET,74,31.1,107.1,120.1,-13.0,26.9,1.63,21.9,3.0,9.4,6.2,13.4,47.7,52.8,25.1,100.5,8.1,Jaden Ivey,68
2024-25,TOR,31,31.9,110.8,115.8,-5.0,11.7,1.23,15.4,11.3,21.0,16.2,12.5,60.6,62.5,18.4,101.56,12.4,Jakob Poeltl,87
2023-24,TOR,50,26.4,113.6,114.2,-0.6,13.1,1.65,20.3,11.0,21.4,16.2,12.3,65.6,65.3,16.0,100.54,11.7,Jakob Poeltl,87
2022-23,TOT,72,26.5,112.4,115.5,-3.1,14.6,1.58,19.2,11.7,24.0,17.4,12.2,62.9,63.5,18.0,100.54,13.0,Jakob Poeltl,87
2022-23,TOR,26,27.2,117.6,108.5,9.1,11.2,1.93,16.2,11.4,24.2,17.3,8.4,65.2,65.2,17.2,98.4,13.7,Jakob Poeltl,87
2022-23,SAS,46,26.1,109.4,119.5,-10.1,16.6,1.47,20.7,11.9,23.9,17.5,14.1,61.6,62.5,18.4,101.8,12.6,Jakob Poeltl,87
2021-22,SAS,68,29.0,115.2,111.8,3.4,13.1,1.73,18.1,12.5,18.4,15.4,10.4,61.9,61.3,18.2,100.62,11.9,Jakob Poeltl,87
2020-21,SAS,69,26.7,112.2,109.0,3.2,9.6,1.61,19.3,11.4,17.3,14.3,11.9,61.6,61.2,13.0,99.84,10.0,Jakob Poeltl,87
2019-20,SAS,66,17.7,114.5,108.9,5.7,12.6,2.15,24.7,10.8,19.4,15.2,11.5,62.4,61.2,12.5,103.94,10.7,Jakob Poeltl,87
2018-19,SAS,77,16.5,110.0,106.1,3.9,9.9,1.94,19.8,13.6,17.1,15.4,10.2,64.5,64.0,12.5,100.91,11.0,Jakob Poeltl,87
